,idncase,last_judge_name,ij_final_date,case_outcome,nationality,language,represented,custody
590,10214088,"Simons, Ian R.",2022-03-10,Failure To Prosecute (DHS Cases Only),Venezuela,Spanish,False,Never Detained
596,9747377,"Simons, Ian R.",2022-03-01,Failure To Prosecute (DHS Cases Only),Bangladesh,Bengali,False,Never Detained
597,12594548,"Simons, Ian R.",2025-03-31,Failure To Prosecute (DHS Cases Only),Colombia,Spanish,False,Never Detained
598,12602353,"Simons, Ian R.",2025-03-31,Failure To Prosecute (DHS Cases Only),Guatemala,Spanish,False,Never Detained
604,11250300,"Jebson, Mark J.",2023-05-24,Failure To Prosecute (DHS Cases Only),Venezuela,Spanish,False,Never Detained
608,12632747,"Simons, Ian R.",2024-07-23,Failure To Prosecute (DHS Cases Only),Venezuela,Spanish,False,Never Detained
610,10831973,"Jebson, Mark J.",2022-11-09,Failure To Prosecute (DHS Cases Only),Cuba,Spanish,False,Never Detained
611,13497287,"Simons, Ian R.",2024-07-02,Failure To Prosecute (DHS Cases Only),Guatemala,Spanish,False,Never Detained
613,11187619,"Jebson, Mark J.",2023-06-14,Failure To Prosecute (DHS Cases Only),Cuba,Spanish,False,Never Detained
617,12051786,"Simons, Ian R.",2024-10-08,Failure To Prosecute (DHS Cases Only),Colombia,Spanish,False,Never Detained
618,14673253,"Simons, Ian R.",2025-03-11,Failure To Prosecute (DHS Cases Only),Mexico,Spanish,False,Never Detained
622,11359208,"Jebson, Mark J.",2023-06-28,Failure To Prosecute (DHS Cases Only),Mexico,Spanish,False,Never Detained
624,9747425,"Simons, Ian R.",2022-03-01,Failure To Prosecute (DHS Cases Only),Bangladesh,Bengali,False,Never Detained
626,12499796,"Simons, Ian R.",2025-03-04,Failure To Prosecute (DHS Cases Only),Venezuela,Spanish,False,Never Detained
631,12705997,"Simons, Ian R.",2025-03-31,Failure To Prosecute (DHS Cases Only),Venezuela,Spanish,False,Never Detained
633,14793877,"Simons, Ian R.",2025-04-24,Failure To Prosecute (DHS Cases Only),Venezuela,Spanish,False,Never Detained
636,10215196,"Simons, Ian R.",2022-02-01,Failure To Prosecute (DHS Cases Only),Venezuela,Spanish,False,Never Detained
646,10945294,"Jebson, Mark J.",2023-04-26,Failure To Prosecute (DHS Cases Only),Peru,Spanish,False,Never Detained
649,11885770,"Simons, Ian R.",2024-07-15,Failure To Prosecute (DHS Cases Only),Guatemala,Spanish,False,Never Detained
655,11861560,"Simons, Ian R.",2024-07-30,Failure To Prosecute (DHS Cases Only),Guatemala,Spanish,False,Never Detained
658,14611326,"Hansen, Katherine L.",2025-02-20,Failure To Prosecute (DHS Cases Only),Nicaragua,Spanish,False,Never Detained
659,10277601,"Simons, Ian R.",2022-05-10,Failure To Prosecute (DHS Cases Only),Venezuela,Spanish,False,Never Detained
660,11222461,"Jebson, Mark J.",2023-01-18,Failure To Prosecute (DHS Cases Only),Vietnam,Vietnamese,False,Never Detained
661,10824416,"Jebson, Mark J.",2022-09-07,Failure To Prosecute (DHS Cases Only),Cuba,Spanish,False,Never Detained
663,10231964,"Simons, Ian R.",2022-03-22,Failure To Prosecute (DHS Cases Only),Nicaragua,Spanish,False,Never Detained
665,11771184,"Simons, Ian R.",2024-05-14,Failure To Prosecute (DHS Cases Only),Mexico,Spanish,False,Never Detained
673,14793879,"Simons, Ian R.",2025-04-24,Failure To Prosecute (DHS Cases Only),Venezuela,Spanish,False,Never Detained
674,12408558,"Jebson, Mark J.",2024-01-24,Failure To Prosecute (DHS Cases Only),Venezuela,Spanish,False,Never Detained
677,9874793,"Simons, Ian R.",2022-03-29,Failure To Prosecute (DHS Cases Only),Honduras,Spanish,False,Never Detained
689,12593321,"Simons, Ian R.",2025-03-31,Failure To Prosecute (DHS Cases Only),Guatemala,Spanish,False,Never Detained
708,14257225,"Simons, Ian R.",2025-06-30,Failure To Prosecute (DHS Cases Only),Mexico,Spanish,False,Never Detained
712,14747198,"Hansen, Katherine L.",2025-04-08,Failure To Prosecute (DHS Cases Only),Colombia,Spanish,False,Never Detained
713,12594533,"Simons, Ian R.",2025-03-31,Failure To Prosecute (DHS Cases Only),Mexico,Spanish,False,Never Detained
716,11011188,"Jebson, Mark J.",2023-03-29,Failure To Prosecute (DHS Cases Only),Mexico,Spanish,False,Never Detained
717,11088542,"Jebson, Mark J.",2023-03-29,Failure To Prosecute (DHS Cases Only),Mexico,Spanish,False,Never Detained
720,10889887,"Jebson, Mark J.",2022-09-28,Failure To Prosecute (DHS Cases Only),Honduras,Spanish,False,Never Detained
722,10769599,"Jebson, Mark J.",2022-12-07,Failure To Prosecute (DHS Cases Only),Mexico,Spanish,False,Never Detained
724,11443689,"Jebson, Mark J.",2023-08-02,Failure To Prosecute (DHS Cases Only),Haiti,Creole,False,Never Detained
726,10571450,"Jebson, Mark J.",2022-07-20,Failure To Prosecute (DHS Cases Only),Guatemala,Spanish,False,Never Detained
730,10973404,"Jebson, Mark J.",2023-01-18,Failure To Prosecute (DHS Cases Only),Mexico,Spanish,False,Never Detained
731,14709848,"Simons, Ian R.",2025-03-25,Failure To Prosecute (DHS Cases Only),Venezuela,Spanish,False,Never Detained
736,11011207,"Jebson, Mark J.",2023-03-29,Failure To Prosecute (DHS Cases Only),Mexico,Spanish,False,Never Detained
741,14543250,"Simons, Ian R.",2025-01-28,Failure To Prosecute (DHS Cases Only),Venezuela,Spanish,False,Never Detained
742,11088545,"Jebson, Mark J.",2023-03-29,Failure To Prosecute (DHS Cases Only),Mexico,Spanish,False,Never Detained
744,11088550,"Jebson, Mark J.",2023-03-29,Failure To Prosecute (DHS Cases Only),Mexico,Spanish,False,Never Detained
745,10015331,"Simons, Ian R.",2021-12-14,Failure To Prosecute (DHS Cases Only),Mexico,Spanish,False,Never Detained
749,14739041,"Simons, Ian R.",2025-04-04,Failure To Prosecute (DHS Cases Only),Mexico,Spanish,False,Never Detained
753,14219792,"Simons, Ian R.",2025-06-30,Failure To Prosecute (DHS Cases Only),Mexico,Spanish,False,Never Detained
756,11011223,"Jebson, Mark J.",2023-03-29,Failure To Prosecute (DHS Cases Only),Mexico,Spanish,False,Never Detained
763,14954752,"Simons, Ian R.",2025-06-03,Failure To Prosecute (DHS Cases Only),South Korea,English,False,Never Detained
764,9755437,"Simons, Ian R.",2022-03-15,Failure To Prosecute (DHS Cases Only),Mexico,Spanish,False,Never Detained
766,11001982,"Jebson, Mark J.",2023-01-11,Failure To Prosecute (DHS Cases Only),Ecuador,Spanish,False,Never Detained
768,10845934,"Jebson, Mark J.",2022-10-05,Failure To Prosecute (DHS Cases Only),Colombia,Spanish,False,Never Detained
770,10798488,"Jebson, Mark J.",2022-08-24,Failure To Prosecute (DHS Cases Only),Somalia,Somali,False,Never Detained
772,9761877,"Simons, Ian R.",2022-04-05,Failure To Prosecute (DHS Cases Only),Brazil,Portuguese,False,Never Detained
773,10789464,"Jebson, Mark J.",2022-09-14,Failure To Prosecute (DHS Cases Only),Nicaragua,Spanish,False,Never Detained
774,9922171,"Simons, Ian R.",2022-03-22,Failure To Prosecute (DHS Cases Only),Brazil,Portuguese,False,Never Detained
775,9883006,"Simons, Ian R.",2022-03-24,Failure To Prosecute (DHS Cases Only),Haiti,Creole,False,Never Detained
776,9878060,"Simons, Ian R.",2022-03-10,Failure To Prosecute (DHS Cases Only),Haiti,Creole,False,Never Detained
777,9937917,"Simons, Ian R.",2022-03-29,Failure To Prosecute (DHS Cases Only),Guatemala,Spanish,False,Never Detained
779,10166490,"Simons, Ian R.",2022-02-08,Failure To Prosecute (DHS Cases Only),Nicaragua,Spanish,False,Never Detained
783,9878069,"Simons, Ian R.",2022-03-10,Failure To Prosecute (DHS Cases Only),Haiti,Creole,False,Never Detained
785,9761879,"Simons, Ian R.",2022-04-05,Failure To Prosecute (DHS Cases Only),Brazil,Portuguese,False,Never Detained
787,10941506,"Jebson, Mark J.",2023-04-26,Failure To Prosecute (DHS Cases Only),Haiti,Creole,False,Never Detained
788,10941539,"Jebson, Mark J.",2023-04-26,Failure To Prosecute (DHS Cases Only),Haiti,Creole,False,Never Detained
796,12159329,"Simons, Ian R.",2024-07-15,Failure To Prosecute (DHS Cases Only),Honduras,Spanish,False,Never Detained
797,12130993,"Jebson, Mark J.",2024-01-24,Failure To Prosecute (DHS Cases Only),Mexico,Spanish,False,Never Detained
800,12159331,"Simons, Ian R.",2024-07-15,Failure To Prosecute (DHS Cases Only),Honduras,Spanish,False,Never Detained
808,10193686,"Simons, Ian R.",2022-04-15,Remove,Haiti,Creole,False,Never Detained
809,10193692,"Simons, Ian R.",2022-04-15,Remove,Chile,Creole,False,Never Detained
811,14117848,"Hansen, Katherine L.",2026-02-17,Remove,Venezuela,Spanish,False,Never Detained
812,10805877,"Jebson, Mark J.",2022-08-24,Remove,Mexico,Spanish,False,Never Detained
813,10971938,"Jebson, Mark J.",2023-04-05,Remove,Mexico,Spanish,False,Never Detained
815,13907410,"Hansen, Katherine L.",2025-12-12,Remove,Cuba,Spanish,False,Never Detained
816,15456172,"Cooper, Christopher",2026-05-04,Remove,Mexico,Spanish,False,Never Detained
817,10154739,"Jebson, Mark J.",2022-08-10,Remove,Honduras,Spanish,False,Never Detained
818,15238714,"Cooper, Christopher",2026-05-11,Remove,Mexico,Spanish,False,Never Detained
819,11655964,"Simons, Ian R.",2025-11-05,Remove,Venezuela,Spanish,False,Never Detained
820,11655971,"Simons, Ian R.",2025-11-05,Remove,Colombia,Spanish,False,Never Detained
821,14069886,"Hansen, Katherine L.",2026-01-13,Remove,Mexico,Spanish,False,Never Detained
822,11931990,"Hansen, Katherine L.",2026-05-12,Remove,Mexico,Spanish,False,Never Detained
824,10791525,"Jebson, Mark J.",2022-11-02,Remove,Venezuela,Spanish,False,Never Detained
825,10758915,"Jebson, Mark J.",2022-11-16,Remove,Colombia,Spanish,False,Never Detained
826,10791804,"Jebson, Mark J.",2023-01-11,Remove,Nicaragua,Spanish,False,Never Detained
828,11252903,"Jebson, Mark J.",2023-05-17,Remove,Guatemala,Spanish,False,Never Detained
829,9925362,"Simons, Ian R.",2022-04-01,Remove,Honduras,Spanish,False,Never Detained
830,10774423,"Jebson, Mark J.",2022-10-12,Remove,Venezuela,Spanish,False,Never Detained
831,10052804,"Jebson, Mark J.",2022-08-31,Remove,Honduras,Spanish,False,Never Detained
832,10206323,"Simons, Ian R.",2022-04-15,Remove,Honduras,Spanish,False,Never Detained
833,14521373,"Cooper, Christopher",2026-05-13,Remove,Mexico,Spanish,False,Never Detained
834,10175224,"Simons, Ian R.",2022-04-15,Remove,Guatemala,Spanish,False,Never Detained
835,10011679,"Simons, Ian R.",2022-04-01,Remove,Guatemala,Spanish,False,Never Detained
836,11057309,"Jebson, Mark J.",2023-04-12,Remove,Mexico,Spanish,False,Never Detained
839,10740403,"Jebson, Mark J.",2022-11-16,Remove,Nicaragua,Spanish,False,Never Detained
840,10973322,"Jebson, Mark J.",2023-04-05,Remove,Lebanon,English,False,Never Detained
841,13451930,"Hansen, Katherine L.",2025-08-21,Remove,Mexico,Spanish,False,Never Detained
844,11261173,"Jebson, Mark J.",2023-09-20,Remove,Honduras,Spanish,False,Never Detained
845,12204146,"Hansen, Katherine L.",2026-03-10,Remove,Mexico,Spanish,False,Never Detained
847,10722966,"Simons, Ian R.",2023-03-28,Remove,Nicaragua,Spanish,False,Never Detained
848,11221820,"Simons, Ian R.",2023-07-18,Remove,Honduras,Spanish,False,Never Detained
850,10720937,"Jebson, Mark J.",2022-09-21,Remove,Honduras,Spanish,False,Never Detained
851,14333833,"Hansen, Katherine L.",2026-03-10,Remove,Mexico,Spanish,False,Never Detained
852,14359103,"Hansen, Katherine L.",2026-02-17,Remove,Ecuador,Spanish,False,Never Detained
854,10804342,"Jebson, Mark J.",2022-09-07,Remove,Guatemala,Spanish,False,Never Detained
855,11008458,"Jebson, Mark J.",2023-01-04,Remove,Guatemala,Spanish,False,Never Detained
856,11021462,"Jebson, Mark J.",2023-03-08,Remove,Guatemala,Spanish,False,Never Detained
857,10804282,"Jebson, Mark J.",2022-09-07,Remove,Guatemala,Spanish,False,Never Detained
859,11250754,"Jebson, Mark J.",2023-05-17,Remove,Honduras,Spanish,False,Never Detained
860,11158022,"Jebson, Mark J.",2023-07-26,Remove,Honduras,Spanish,False,Never Detained
862,11057315,"Jebson, Mark J.",2023-04-12,Remove,Mexico,Spanish,False,Never Detained
863,11983116,"Simons, Ian R.",2024-03-19,Remove,Mexico,Spanish,False,Never Detained
864,13053966,"Hansen, Katherine L.",2026-02-26,Remove,Mexico,Spanish,False,Never Detained
865,11931992,"Hansen, Katherine L.",2026-05-12,Remove,Mexico,Spanish,False,Never Detained
866,11931993,"Hansen, Katherine L.",2026-05-12,Remove,Mexico,Spanish,False,Never Detained
868,14631695,"Hansen, Katherine L.",2025-10-27,Remove,Guatemala,Spanish,False,Never Detained
869,11972431,"Hansen, Katherine L.",2026-02-12,Remove,Guatemala,Spanish,False,Never Detained
870,14160174,"Hansen, Katherine L.",2026-05-19,Remove,Honduras,Spanish,False,Never Detained
871,14631794,"Hansen, Katherine L.",2026-05-19,Remove,Honduras,Spanish,False,Never Detained
872,14901003,"Hansen, Katherine L.",2026-05-19,Remove,El Salvador,Spanish,False,Never Detained
873,13873937,"Hansen, Katherine L.",2026-02-26,Remove,Guatemala,Spanish,False,Never Detained
874,13713104,"Hansen, Katherine L.",2026-01-13,Remove,Guatemala,Spanish,False,Never Detained
875,15012642,"Hansen, Katherine L.",2026-05-26,Remove,Mexico,Spanish,False,Never Detained
877,10791708,"Jebson, Mark J.",2023-01-11,Remove,Nicaragua,Spanish,False,Never Detained
878,10774424,"Jebson, Mark J.",2022-10-12,Remove,Venezuela,Spanish,False,Never Detained
880,11931991,"Hansen, Katherine L.",2026-05-12,Remove,Mexico,Spanish,False,Never Detained
887,10206343,"Simons, Ian R.",2022-04-15,Remove,Honduras,Spanish,False,Never Detained
888,14521374,"Cooper, Christopher",2026-05-13,Remove,Mexico,Spanish,False,Never Detained
894,10928691,"Jebson, Mark J.",2023-03-08,Remove,Haiti,Creole,False,Never Detained
895,10973359,"Jebson, Mark J.",2023-03-01,Remove,Mexico,Spanish,False,Never Detained
896,10786901,"Jebson, Mark J.",2023-04-26,Remove,Mexico,Spanish,False,Never Detained
898,11057628,"Jebson, Mark J.",2023-04-12,Remove,Honduras,Spanish,False,Never Detained
900,14334180,"Hansen, Katherine L.",2026-03-10,Remove,Venezuela,Spanish,False,Never Detained
904,8787758,"Simons, Ian R.",2019-07-25,Remove,Honduras,Spanish,False,Never Detained
905,10783418,"Jebson, Mark J.",2022-09-28,Remove,Honduras,Spanish,False,Never Detained
906,10928683,"Jebson, Mark J.",2023-03-08,Remove,Haiti,Creole,False,Never Detained
907,11255134,"Jebson, Mark J.",2023-05-10,Remove,Mexico,Spanish,False,Never Detained
908,10959383,"Jebson, Mark J.",2023-04-05,Remove,Guatemala,Spanish,False,Never Detained
909,10985082,"Jebson, Mark J.",2023-04-12,Remove,Mexico,Spanish,False,Never Detained
910,10795642,"Jebson, Mark J.",2023-01-04,Remove,Honduras,Spanish,False,Never Detained
911,11249306,"Jebson, Mark J.",2023-05-24,Remove,Mexico,Spanish,False,Never Detained
913,14502345,"Cooper, Christopher",2026-05-06,Remove,Mexico,Spanish,False,Never Detained
914,13619602,"Cooper, Christopher",2026-05-06,Remove,Mexico,Spanish,False,Never Detained
915,11223074,"Simons, Ian R.",2023-07-18,Remove,Mexico,Spanish,False,Never Detained
916,14334421,"Hansen, Katherine L.",2026-03-10,Remove,Venezuela,Spanish,False,Never Detained
917,11117446,"Jebson, Mark J.",2023-03-30,Remove,Mexico,Spanish,False,Never Detained
918,10685187,"Jebson, Mark J.",2022-12-07,Remove,Mexico,Spanish,False,Never Detained
921,14898044,"Hansen, Katherine L.",2026-05-21,Remove,Venezuela,Spanish,False,Never Detained
924,10795648,"Jebson, Mark J.",2023-01-04,Remove,Honduras,Spanish,False,Never Detained
926,8788036,"Simons, Ian R.",2019-07-25,Remove,Honduras,Spanish,False,Never Detained
928,11255141,"Jebson, Mark J.",2023-05-10,Remove,Mexico,Spanish,False,Never Detained
929,11249372,"Jebson, Mark J.",2023-05-24,Remove,Mexico,Spanish,False,Never Detained
930,10685193,"Jebson, Mark J.",2022-12-07,Remove,Mexico,Spanish,False,Never Detained
931,11255149,"Jebson, Mark J.",2023-05-10,Remove,Mexico,Spanish,False,Never Detained
932,11223101,"Simons, Ian R.",2023-07-18,Remove,Mexico,Spanish,False,Never Detained
933,11117452,"Jebson, Mark J.",2023-03-30,Remove,Mexico,Spanish,False,Never Detained
934,11117456,"Jebson, Mark J.",2023-03-30,Remove,Mexico,Spanish,False,Never Detained
935,10985089,"Jebson, Mark J.",2023-04-12,Remove,Mexico,Spanish,False,Never Detained
936,11249401,"Jebson, Mark J.",2023-05-24,Remove,Mexico,Spanish,False,Never Detained
937,13619639,"Cooper, Christopher",2026-05-06,Remove,Mexico,Spanish,False,Never Detained
938,14898054,"Hansen, Katherine L.",2026-05-21,Remove,Venezuela,Spanish,False,Never Detained
939,7897042,"Jebson, Mark J.",2016-04-19,Remove,China,Mandarin,False,Never Detained
941,10730675,"Jebson, Mark J.",2022-11-02,Remove,Peru,Spanish,False,Never Detained
944,10649489,"Simons, Ian R.",2022-09-13,Remove,China,Chinese Gan,False,Never Detained
951,12587835,"Hansen, Katherine L.",2025-06-03,Remove,Venezuela,Spanish,False,Never Detained
953,10106327,"Simons, Ian R.",2022-09-13,Remove,Honduras,Spanish,False,Never Detained
954,10106345,"Simons, Ian R.",2022-09-13,Remove,Honduras,Spanish,False,Never Detained
955,10211255,"Simons, Ian R.",2022-07-29,Remove,Honduras,Spanish,False,Never Detained
956,10261191,"Simons, Ian R.",2022-07-29,Remove,Honduras,Spanish,False,Never Detained
958,14136210,"Hansen, Katherine L.",2026-02-24,Remove,Mexico,Spanish,False,Never Detained
959,11211467,"Jebson, Mark J.",2023-05-31,Remove,Canada,English,False,Never Detained
960,12300787,"Hansen, Katherine L.",2025-08-05,Remove,Canada,English,False,Never Detained
961,7817407,"Simons, Ian R.",2019-07-16,Remove,Canada,English,False,Never Detained
962,7817422,"Simons, Ian R.",2019-07-16,Remove,Canada,English,False,Never Detained
963,12273549,"Jebson, Mark J.",2024-01-17,Remove,Honduras,Spanish,False,Never Detained
964,12163975,"Jebson, Mark J.",2023-11-08,Remove,Colombia,Spanish,False,Never Detained
966,12163976,"Jebson, Mark J.",2023-11-08,Remove,Colombia,Spanish,False,Never Detained
967,12163977,"Jebson, Mark J.",2023-11-08,Remove,Colombia,Spanish,False,Never Detained
972,14489578,"Simons, Ian R.",2025-10-15,Remove-INA Withholding Granted,Cuba,Spanish,False,Never Detained
974,11860853,"Hansen, Katherine L.",2025-01-22,Terminated,Cuba,Spanish,False,Never Detained
978,13578659,"Hansen, Katherine L.",2025-06-06,Terminated,Cuba,Spanish,False,Never Detained
979,13452328,"Hansen, Katherine L.",2024-11-15,Terminated,Cuba,Spanish,False,Never Detained
981,12969319,"Hansen, Katherine L.",2024-12-19,Terminated,Cuba,Spanish,False,Never Detained
982,14323103,"Hansen, Katherine L.",2025-12-03,Terminated,Cuba,Spanish,False,Never Detained
985,14291714,"Hansen, Katherine L.",2025-10-07,Terminated,Cuba,Spanish,False,Never Detained
988,13854809,"Hansen, Katherine L.",2025-03-31,Terminated,Cuba,Spanish,False,Never Detained
989,14146404,"Hansen, Katherine L.",2026-02-06,Terminated,Cuba,Spanish,False,Never Detained
990,14630065,"Simons, Ian R.",2026-03-25,Terminated,Cuba,Spanish,False,Never Detained
991,14034662,"Hansen, Katherine L.",2026-03-04,Terminated,Cuba,Spanish,False,Never Detained
992,12213426,"Hansen, Katherine L.",2024-10-08,Terminated,Cuba,Spanish,False,Never Detained
995,14370963,"Simons, Ian R.",2025-12-11,Terminated,Cuba,Spanish,False,Never Detained
997,14447588,"Simons, Ian R.",2025-09-23,Terminated,Cuba,Spanish,False,Never Detained
999,11877803,"Hansen, Katherine L.",2026-03-31,Terminated,Cuba,Spanish,False,Never Detained
1001,12703343,"Hansen, Katherine L.",2025-02-21,Terminated,Cuba,Spanish,False,Never Detained
1002,14323100,"Hansen, Katherine L.",2026-03-20,Terminated,Cuba,Spanish,False,Never Detained
1007,13578434,"Simons, Ian R.",2025-02-25,Terminated,Cuba,Spanish,False,Never Detained
1008,13578471,"Hansen, Katherine L.",2025-12-03,Terminated,Cuba,Spanish,False,Never Detained
1009,12521327,"Hansen, Katherine L.",2024-12-17,Terminated,Cuba,Spanish,False,Never Detained
